epoch,loss,accuracy,val_loss,val_accuracy,actual_failed,predicted_failed
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,1,0
0,0.5394,0.7713,0.5402,0.7695,0,0
0,0.5394,0.7713,0.5402,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,1,0
1,0.5385,0.7713,0.5401,0.7695,0,0
1,0.5385,0.7713,0.5401,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,1,0
2,0.5384,0.7713,0.5407,0.7695,0,0
2,0.5384,0.7713,0.5407,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,1,0
3,0.5382,0.7713,0.5406,0.7695,0,0
3,0.5382,0.7713,0.5406,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,1,0
4,0.5382,0.7713,0.5402,0.7695,0,0
4,0.5382,0.7713,0.5402,0.7695,0,0
